"","x","y","height_meter","height_ft"
"109",398782.125,3706007.875,6.06045,19.8833661417323
"110",398782.375,3706007.875,6.06045,19.8833661417323
"111",398784.375,3706007.875,6.04566,19.834842519685
"112",398786.375,3706007.875,5.99795999999998,19.6783464566928
"113",398072.125,3706007.625,10.46543,34.3354002624671
"114",398089.125,3706007.625,4.87288999999998,15.9871719160104
"115",398104.125,3706007.625,5.42928,17.8125984251969
"116",398229.125,3706007.625,3.53440999999998,11.5958333333333
"117",398231.125,3706007.625,3.54797693410934,11.6403442720123
"118",398232.375,3706007.625,3.54955000000001,11.6455052493439
"119",398331.875,3706007.625,3.43855668125176,11.2813539411147
"120",398333.375,3706007.625,3.42953999999997,11.2517716535432
"121",398333.625,3706007.625,3.42953999999997,11.2517716535432
"122",398384.375,3706007.625,3.08499999999998,10.1213910761154
"123",398430.875,3706007.625,7.97037,26.1495078740158
"124",398511.625,3706007.625,14.9629380858932,49.0910042188097
"125",398725.125,3706007.625,6.07673,19.9367782152231
"126",398769.375,3706007.625,6.22688130305836,20.4294006005852
"127",398070.125,3706007.375,10.62366,34.854527559055
"128",398070.875,3706007.375,10.60823,34.803904199475
"129",398071.125,3706007.375,10.60823,34.803904199475
"130",398090.875,3706007.375,3.78520000057338,12.4186351724848
"131",398134.875,3706007.375,8.68986000000001,28.5100393700788
"132",398138.875,3706007.375,6.93815000000001,22.7629593175853
"133",398147.875,3706007.375,4.30858953393519,14.1357924341706
"134",398227.625,3706007.375,3.55883999999997,11.6759842519684
"135",398230.125,3706007.375,3.52156000000002,11.5536745406825
"136",398232.375,3706007.375,3.54955000000001,11.6455052493439
"137",398287.625,3706007.375,3.56723282521046,11.7035197677508
"138",398336.125,3706007.375,3.39107513218406,11.1255745806564
"139",398464.375,3706007.375,4.10379999999998,13.4639107611548
"140",398488.375,3706007.375,4.36707000000001,14.327657480315
"141",398763.875,3706007.375,5.18977000000001,17.0268044619423
"142",398764.125,3706007.375,5.18977000000001,17.0268044619423
"143",398111.875,3706007.125,8.08670000000001,26.5311679790026
"144",398134.875,3706007.125,8.68986000000001,28.5100393700788
"145",398138.875,3706007.125,6.93815000000001,22.7629593175853
"146",398230.125,3706007.125,3.52156000000002,11.5536745406825
"147",398429.125,3706007.125,7.49964999999997,24.6051509186351
"148",398432.625,3706007.125,7.48858000000001,24.5688320209974
"149",398486.875,3706007.125,4.21301999999997,13.8222440944881
"150",398111.875,3706006.875,8.08670000000001,26.5311679790026
"151",398114.875,3706006.875,6.68826000000001,21.9431102362205
"152",398115.125,3706006.875,6.68826000000001,21.9431102362205
"153",398116.375,3706006.875,4.89119999999997,16.0472440944881
"154",398144.875,3706006.875,4.06208116503624,13.3270379430323
"155",398178.875,3706006.875,17.62486,57.824343832021
"156",398241.875,3706006.875,2.51753000000002,8.25961286089246
"157",398243.375,3706006.875,2.48748999999998,8.16105643044613
"158",398330.625,3706006.875,3.57080000000002,11.7152230971129
"159",398432.625,3706006.875,7.48858000000001,24.5688320209974
"160",398433.375,3706006.875,7.89992076019437,25.9183751974881
"161",398439.125,3706006.875,4.04581000000002,13.2736548556431
"162",398486.875,3706006.875,4.21301999999997,13.8222440944881
"163",398515.125,3706006.875,13.30487,43.6511482939632
"164",398519.625,3706006.875,7.18034580017067,23.5575649611899
"165",398820.125,3706006.875,8.32155,27.3016732283465
"166",398824.625,3706006.875,9.26486,30.3965223097113
"167",398137.625,3706006.625,7.7559,25.4458661417323
"168",398147.875,3706006.625,4.37173999999999,14.3429790026246
"169",398381.875,3706006.625,2.97087999999997,9.74698162729648
"170",398423.625,3706006.625,7.52381592306882,24.6844354431392
"171",398506.125,3706006.625,14.37788,47.1715223097113
"172",398515.125,3706006.625,13.30487,43.6511482939632
"173",398724.875,3706006.625,6.09228481981864,19.9878110886438
"174",398769.125,3706006.625,6.27380999999997,20.5833661417322
"175",398821.875,3706006.625,9.57013491973032,31.3980804453094
"176",398823.625,3706006.625,9.29973999999999,30.5109580052493
"177",398090.875,3706006.375,3.29734999999999,10.8180774278215
"178",398110.125,3706006.375,8.30378865368304,27.2434010947606
"179",398128.125,3706006.375,10.19492,33.4479002624671
"180",398146.875,3706006.375,4.53264861299355,14.8708943995851
"181",398177.875,3706006.375,17.63508,57.8578740157481
"182",398178.125,3706006.375,17.63508,57.8578740157481
"183",398289.375,3706006.375,3.91113999999999,12.8318241469816
"184",398291.625,3706006.375,3.57134274707415,11.7170037633666
"185",398337.625,3706006.375,5.95502843401672,19.5374948622596
"186",398384.875,3706006.375,3.14407524403331,10.3152074935476
"187",398397.375,3706006.375,2.66537999999997,8.74468503936998
"188",398422.625,3706006.375,6.58949999999999,21.6190944881889
"189",398504.625,3706006.375,14.46848,47.4687664041995
"190",398552.875,3706006.375,6.84821999999997,22.4679133858267
"191",398678.625,3706006.375,6.16516000000001,20.2269028871392
"192",398782.875,3706006.375,6.11370894970288,20.058100228684
"193",398812.375,3706006.375,4.68231461686987,15.3619245960298
"194",397998.625,3706006.125,4.43741,14.5584317585302
"195",398118.625,3706006.125,3.14684999999997,10.324311023622
"196",398120.125,3706006.125,3.08433709090947,10.1192161775245
"197",398124.875,3706006.125,9.27717115393006,30.4369132346787
"198",398126.125,3706006.125,10.7223,35.1781496062993
"199",398126.375,3706006.125,10.7223,35.1781496062993
"200",398134.125,3706006.125,8.77510181891019,28.7897041302828
"201",398287.375,3706006.125,3.58317,11.7558070866142
"202",398289.375,3706006.125,3.91113999999999,12.8318241469816
"203",398391.625,3706006.125,3.76699826690116,12.3589181984946
"204",398421.375,3706006.125,6.77335999999997,22.222309711286
"205",398433.125,3706006.125,7.82869647268147,25.6846997135219
"206",398510.125,3706006.125,14.2802358805915,46.8511675872426
"207",398733.375,3706006.125,6.10157425537898,20.0182882394324
"208",398738.375,3706006.125,6.08307000000002,19.9575787401575
"209",398773.625,3706006.125,5.64146999999997,18.5087598425196
"210",398786.375,3706006.125,6.01531,19.7352690288714
"211",398085.875,3706005.875,5.4443,17.8618766404199
"212",398118.625,3706005.875,3.14684999999997,10.324311023622
"213",398120.125,3706005.875,3.08433709090947,10.1192161775245
"214",398179.625,3706005.875,17.77135,58.3049540682414
"215",398347.125,3706005.875,2.15685999999999,7.07631233595799
"216",398430.625,3706005.875,7.67448999999999,25.1787729658792
"217",398430.875,3706005.875,7.67448999999999,25.1787729658792
"218",398516.625,3706005.875,11.6085,38.0856299212598
"219",398724.875,3706005.875,6.09480000000002,19.9960629921261
"220",398734.125,3706005.875,6.096780963443,20.0025622160204
"221",398736.125,3706005.875,6.12497999999999,20.0950787401575
"222",398738.375,3706005.875,6.08307000000002,19.9575787401575
"223",398740.125,3706005.875,6.10928399651846,20.043582665743
"224",398741.875,3706005.875,6.08573000000001,19.9663057742783
"225",398769.125,3706005.875,6.21079733328235,20.3766316708739
"226",398773.625,3706005.875,5.64146999999997,18.5087598425196
"227",398000.875,3706005.625,5.97949999999997,19.6177821522309
"228",398001.125,3706005.625,5.97949999999997,19.6177821522309
"229",398084.625,3706005.625,7.43878999999998,24.4054790026246
"230",398084.875,3706005.625,7.43878999999998,24.4054790026246
"231",398129.125,3706005.625,10.80388,35.4458005249344
"232",398129.875,3706005.625,10.8427512081106,35.5733307352711
"233",398149.125,3706005.625,3.46443999999997,11.3662729658792
"234",398177.875,3706005.625,17.889,58.6909448818898
"235",398179.625,3706005.625,17.77135,58.3049540682414
"236",398194.625,3706005.625,3.33909,10.9550196850394
"237",398343.375,3706005.625,3.56644501839628,11.7009350997253
"238",398457.125,3706005.625,12.40785,40.7081692913386
"239",398508.375,3706005.625,14.1065,46.2811679790026
"240",398551.625,3706005.625,7.05868066143404,23.1584011201904
"241",398743.125,3706005.625,6.20257333294545,20.3496500424719
"242",398127.375,3706005.375,9.89830714261518,32.4747609665852
"243",398129.125,3706005.375,10.80388,35.4458005249344
"244",398129.875,3706005.375,10.8427512081106,35.5733307352711
"245",398137.125,3706005.375,8.26299999999998,27.1095800524934
"246",398194.625,3706005.375,3.33909,10.9550196850394
"247",398236.375,3706005.375,5.06164000000001,16.6064304461943
"248",398330.625,3706005.375,3.5662616216191,11.7003334042621
"249",398511.625,3706005.375,14.2607207023145,46.787141411793
"250",398776.875,3706005.375,5.68469071425482,18.6505600861379
"251",398819.625,3706005.375,7.74275999999998,25.4027559055117
"252",398823.625,3706005.375,8.85125999999997,29.0395669291338
"253",398824.625,3706005.375,8.86086,29.071062992126
"254",398119.125,3706005.125,2.83265,9.29347112860893
"255",398119.375,3706005.125,2.83265,9.29347112860893
"256",398130.875,3706005.125,10.80414,35.4466535433071
"257",398135.125,3706005.125,8.32150249652356,27.3015173770458
"258",398183.125,3706005.125,3.87175000000002,12.7025918635171
"259",398234.625,3706005.125,4.26209,13.9832349081365
"260",398358.125,3706005.125,1.75396000000001,5.75446194225724
"261",398365.125,3706005.125,2.0612303688733,6.76256682701214
"262",398431.875,3706005.125,7.16221999999999,23.4980971128609
"263",398510.125,3706005.125,14.2532,46.762467191601
"264",398728.875,3706005.125,6.04732969228292,19.8403205127392
"265",398769.375,3706005.125,6.23743000000002,20.4640091863518
"266",398824.625,3706005.125,8.86086,29.071062992126
"267",398003.125,3706004.875,6.58337,21.5989829396326
"268",398112.875,3706004.875,8.11214159076662,26.6146377649824
"269",398114.125,3706004.875,7.87563,25.8386811023622
"270",398147.875,3706004.875,4.16024834322221,13.6491087376057
"271",398179.125,3706004.875,17.74916,58.2321522309712
"272",398179.375,3706004.875,17.74916,58.2321522309712
"273",398195.375,3706004.875,3.13569000000001,10.2876968503937
"274",398428.375,3706004.875,7.7987,25.5862860892388
"275",398510.125,3706004.875,14.2532,46.762467191601
"276",398678.625,3706004.875,6.12644,20.0998687664042
"277",398713.875,3706004.875,15.60011,51.1814632545931
"278",398727.125,3706004.875,5.76141000000001,18.9022637795276
"279",398821.875,3706004.875,8.48286000000002,27.8309055118111
"280",398099.125,3706004.625,11.29776,37.0661417322834
"281",398110.375,3706004.625,8.14306999999997,26.7161089238844
"282",398124.875,3706004.625,7.81470999999999,25.638812335958
"283",398178.125,3706004.625,17.7198385185072,58.1359531447086
"284",398184.875,3706004.625,3.22888999999998,10.5934711286089
"285",398280.125,3706004.625,2.6317521448492,8.6343574306076
"286",398282.375,3706004.625,2.57447024390662,8.44642468473302
"287",398426.125,3706004.625,7.02960000000002,23.0629921259843
"288",398449.875,3706004.625,7.31596000000002,24.0024934383203
"289",398457.375,3706004.625,12.68715,41.6245078740157
"290",398544.125,3706004.625,6.67570000000001,21.9019028871391
"291",398552.875,3706004.625,6.76425999999998,22.1924540682414
"292",398578.125,3706004.625,2.93637000000001,9.63375984251972
"293",398578.375,3706004.625,2.93637000000001,9.63375984251972
"294",398727.125,3706004.625,5.76141000000001,18.9022637795276
"295",398730.125,3706004.625,5.67160999999999,18.6076443569553
"296",398742.875,3706004.625,6.09816999999998,20.0071194225721
"297",398084.125,3706004.375,7.59501,24.9180118110236
"298",398100.375,3706004.375,11.13348,36.5271653543308
"299",398134.125,3706004.375,8.23746,27.0257874015748
"300",398151.875,3706004.375,4.46003999999999,14.6326771653543
"301",398152.125,3706004.375,4.46003999999999,14.6326771653543
"302",398288.875,3706004.375,3.97892999999999,13.0542322834645
"303",398502.375,3706004.375,13.05201,42.8215551181102
"304",398502.625,3706004.375,13.05201,42.8215551181102
"305",398724.875,3706004.375,6.06281999999999,19.8911417322834
"306",398020.375,3706004.125,11.09822,36.4114829396324
"307",398020.625,3706004.125,11.09822,36.4114829396324
"308",398087.875,3706004.125,6.55169000000001,21.4950459317586
"309",398093.625,3706004.125,12.22094,40.0949475065616
"310",398118.375,3706004.125,2.56999999999999,8.43175853018371
"311",398118.625,3706004.125,2.56999999999999,8.43175853018371
"312",398128.625,3706004.125,10.88832,35.7228346456694
"313",398234.875,3706004.125,4.35087640117941,14.2745288752605
"314",398366.875,3706004.125,1.81362999999999,5.95022965879262
"315",398429.875,3706004.125,8.61466999999999,28.2633530183727
"316",398430.125,3706004.125,8.61466999999999,28.2633530183727
"317",398455.875,3706004.125,12.20302,40.036154855643
"318",398513.625,3706004.125,12.54694,41.164501312336
"319",398732.375,3706004.125,5.74735152484752,18.8561401733843
"320",398736.125,3706004.125,5.74273999999997,18.8410104986876
"321",398769.125,3706004.125,6.22937999999999,20.4375984251968
"322",398769.375,3706004.125,6.22937999999999,20.4375984251968
"323",398784.625,3706004.125,5.69358999999997,18.6797572178477
"324",398786.375,3706004.125,5.99441999999999,19.6667322834645
"325",398095.125,3706003.875,12.29508,40.3381889763779
"326",398097.875,3706003.875,11.2045511969574,36.7603385726949
"327",398099.375,3706003.875,11.36089,37.2732611548556
"328",398121.125,3706003.875,4.78989000000001,15.7148622047245
"329",398135.875,3706003.875,8.24736999999999,27.0583005249343
"330",398150.375,3706003.875,3.98337000033299,13.0687992136909
"331",398182.625,3706003.875,4.21601926780986,13.8320842119746
"332",398330.625,3706003.875,3.56963999999999,11.7114173228346
"333",398338.125,3706003.875,7.12914000000001,23.3895669291339
"334",398338.375,3706003.875,7.12914000000001,23.3895669291339
"335",398388.125,3706003.875,3.87191999999999,12.7031496062992
"336",398423.625,3706003.875,5.67054000000002,18.6041338582678
"337",398449.875,3706003.875,7.31876999999997,24.0117125984251
"338",398634.875,3706003.875,6.28053999999997,20.6054461942256
"339",398678.625,3706003.875,6.10147122868039,20.0179502253294
"340",398695.875,3706003.875,11.46225,37.6058070866141
"341",398737.375,3706003.875,5.71623867461936,18.7540638931081
"342",398743.125,3706003.875,6.06206631575052,19.8886690149295
"343",398761.125,3706003.875,5.38044000000002,17.6523622047245
"344",398777.125,3706003.875,5.71629000000001,18.7542322834646
"345",398084.875,3706003.625,7.74255999999997,25.4020997375327
"346",398085.125,3706003.625,7.74255999999997,25.4020997375327
"347",398089.375,3706003.625,5.80000000000001,19.0288713910762
"348",398097.875,3706003.625,11.2045511969574,36.7603385726949
"349",398135.875,3706003.625,8.24736999999999,27.0583005249343
"350",398291.375,3706003.625,3.50396999999998,11.4959645669291
"351",398358.375,3706003.625,2.18666000000002,7.17408136482945
"352",398437.875,3706003.625,3.89315999999997,12.7728346456692
"353",398460.125,3706003.625,12.4206255850524,40.7500839404606
"354",398544.125,3706003.625,6.65829000000002,21.844783464567
"355",398577.875,3706003.625,2.89839999999998,9.50918635170597
"356",398694.375,3706003.625,11.97396,39.2846456692913
"357",397998.875,3706003.375,6.42158999999998,21.0682086614173
"358",398129.875,3706003.375,8.69671,28.5325131233596
"359",398146.875,3706003.375,3.97154,13.0299868766404
"360",398147.125,3706003.375,3.97154,13.0299868766404
"361",398148.625,3706003.375,5.04566999999997,16.5540354330708
"362",398151.125,3706003.375,3.83468999999997,12.5810039370078
"363",398358.375,3706003.375,2.18666000000002,7.17408136482945
"364",398377.375,3706003.375,2.92178999999999,9.58592519685035
"365",398437.875,3706003.375,3.89315999999997,12.7728346456692
"366",398694.375,3706003.375,11.97396,39.2846456692913
"367",398724.875,3706003.375,6.07184999999998,19.9207677165354
"368",398729.375,3706003.375,5.71809999999999,18.7601706036745
"369",398733.375,3706003.375,5.81261999999998,19.0702755905511
"370",398734.875,3706003.375,5.77639915058042,18.9514407827442
"371",398112.875,3706003.125,7.54788814684647,24.7634125552706
"372",398151.125,3706003.125,3.83468999999997,12.5810039370078
"373",398189.375,3706003.125,3.24500999999998,10.6463582677165
"374",398339.125,3706003.125,7.11387000000002,23.3394685039371
"375",398377.375,3706003.125,2.92178999999999,9.58592519685035
"376",398448.875,3706003.125,7.4939,24.5862860892388
"377",398507.875,3706003.125,11.77729,38.6394028871391
"378",398726.875,3706003.125,5.76617221672054,18.917887850133
"379",398731.375,3706003.125,5.71481999999997,18.7494094488188
"380",398732.125,3706003.125,5.74811,18.8586286089239
"381",398732.375,3706003.125,5.74811,18.8586286089239
"382",398736.625,3706003.125,5.7435184000025,18.8435643044702
"383",398738.125,3706003.125,5.73919999999998,18.8293963254593
"384",398762.875,3706003.125,5.38875000000002,17.679625984252
"385",398769.375,3706003.125,6.10476999999997,20.0287729658792
"386",398093.125,3706002.875,12.18764,39.9856955380577
"387",398099.625,3706002.875,11.3375,37.1965223097112
"388",398120.625,3706002.875,4.56043,14.9620406824147
"389",398291.625,3706002.875,3.52014581455909,11.5490348246689
"390",398448.875,3706002.875,7.4939,24.5862860892388
"391",398507.875,3706002.875,11.77729,38.6394028871391
"392",398511.125,3706002.875,12.49674,40.9998031496063
"393",398511.375,3706002.875,12.49674,40.9998031496063
"394",398695.875,3706002.875,11.52637,37.8161745406824
"395",398703.875,3706002.875,10.80143,35.4377624671915
"396",398742.875,3706002.875,6.0782886876673,19.9418920199058
"397",398002.375,3706002.625,6.87691999999998,22.5620734908136
"398",398109.875,3706002.625,7.74761000000001,25.4186679790027
"399",398110.125,3706002.625,7.74761000000001,25.4186679790027
"400",398130.875,3706002.625,7.97234000012967,26.1559711290343
"401",398332.375,3706002.625,4.37931804053509,14.3678413403382
"402",398506.125,3706002.625,11.2282892540431,36.8382193374117
"403",398002.375,3706002.375,6.87691999999998,22.5620734908136
"404",398388.125,3706002.375,3.75734677010779,12.3272531827683
"405",398425.875,3706002.375,5.38788999999997,17.6768044619422
"406",398458.625,3706002.375,12.01492,39.4190288713911
"407",398697.375,3706002.375,11.1297052631991,36.5147810472413
"408",398280.125,3706002.125,2.6649645497616,8.74332201365355
"409",398281.375,3706002.125,2.66170999999997,8.73264435695528
"410",398458.625,3706002.125,12.01492,39.4190288713911
"411",398463.375,3706002.125,8.34051081586119,27.3638806294659
"412",398571.125,3706002.125,2.7093669805838,8.88899928013058
"413",398580.375,3706002.125,21.3140998651108,69.9281491637493
"414",398112.125,3706001.875,7.40744706195953,24.3026478410746
"415",398128.875,3706001.875,7.66372999999999,25.1434711286089
"416",398297.875,3706001.875,3.60174000000001,11.8167322834646
"417",398437.625,3706001.875,3.70096999999998,12.1422900262467
"418",398437.875,3706001.875,3.70096999999998,12.1422900262467
"419",398451.125,3706001.875,7.51863525278769,24.6674384933979
"420",398457.625,3706001.875,12.0618,39.5728346456693
"421",398457.875,3706001.875,12.0618,39.5728346456693
"422",398678.625,3706001.875,6.20492999999999,20.3573818897637
"423",398709.625,3706001.875,5.53721999999999,18.1667322834645
"424",398724.625,3706001.875,6.06986000000001,19.9142388451444
"425",398733.375,3706001.875,5.8002082924197,19.0295547651565
"426",398763.375,3706001.875,6.31912,20.7320209973753
"427",398766.875,3706001.875,6.42419999999998,21.0767716535433
"428",398773.875,3706001.875,6.19574,20.3272309711286
"429",398777.375,3706001.875,5.79440999999997,19.0105314960629
"430",398784.375,3706001.875,5.81934162979001,19.0923281817258
"431",398289.375,3706001.625,3.87652874600065,12.7182701640441
"432",398428.625,3706001.625,7.90303,25.9285761154856
"433",398448.625,3706001.625,7.29840347383142,23.9448932868485
"434",398451.875,3706001.625,7.80056000000002,25.5923884514436
"435",398452.125,3706001.625,7.80056000000002,25.5923884514436
"436",398508.875,3706001.625,10.49297,34.4257545931759
"437",398705.125,3706001.625,10.97886,36.0198818897638
"438",398737.625,3706001.625,5.79593999999997,19.0155511811023
"439",398768.625,3706001.625,6.31851999999998,20.7300524934382
"440",398769.625,3706001.625,6.30921999999998,20.6995406824146
"441",398771.375,3706001.625,6.32480293324574,20.7506657914887
"442",398772.875,3706001.625,6.18687999999997,20.2981627296587
"443",398774.625,3706001.625,6.26580000000001,20.5570866141733
"444",398002.375,3706001.375,6.77485000000001,22.2271981627297
"445",398002.625,3706001.375,6.77485000000001,22.2271981627297
"446",398122.875,3706001.375,5.82184157117406,19.1005300891537
"447",398239.625,3706001.375,3.59107999999998,11.7817585301837
"448",398239.875,3706001.375,3.59107999999998,11.7817585301837
"449",398449.875,3706001.375,7.51113279333697,24.6428241251213
"450",398638.625,3706001.375,6.2903860543389,20.6377495221092
"451",398648.625,3706001.375,6.04033389064481,19.8173684076273
"452",398659.375,3706001.375,6.27487000000002,20.5868438320211
"453",398661.125,3706001.375,6.24450683872047,20.4872271611564
"454",398663.625,3706001.375,6.40463999999997,21.0125984251968
"455",398732.375,3706001.375,5.81596906073694,19.0812633226278
"456",397999.375,3706001.125,5.69218999999998,18.6751640419947
"457",397999.625,3706001.125,5.69218999999998,18.6751640419947
"458",398000.375,3706001.125,5.60721000000001,18.3963582677166
"459",398181.125,3706001.125,4.35870999999997,14.3002296587926
"460",398237.625,3706001.125,3.58850000000001,11.7732939632546
"461",398238.875,3706001.125,3.55162000000001,11.6522965879266
"462",398385.625,3706001.125,3.32553000000001,10.910531496063
"463",398580.375,3706001.125,21.69114,71.165157480315
"464",398634.875,3706001.125,6.20735999999999,20.3653543307086
"465",398635.125,3706001.125,6.20735999999999,20.3653543307086
"466",398636.375,3706001.125,6.20459,20.3562664041995
"467",398639.625,3706001.125,6.23675560297691,20.4617965976933
"468",398642.375,3706001.125,6.24047000000002,20.4739829396326
"469",398643.375,3706001.125,6.15532000000002,20.1946194225722
"470",398644.375,3706001.125,6.19027999999997,20.3093175853017
"471",398644.625,3706001.125,6.19027999999997,20.3093175853017
"472",398647.125,3706001.125,6.09134,19.9847112860892
"473",398651.375,3706001.125,6.12608070113396,20.0986899643502
"474",398652.625,3706001.125,6.07644999999997,19.9358595800524
"475",398662.875,3706001.125,6.35939171001184,20.8641460302226
"476",398663.625,3706001.125,6.40463999999997,21.0125984251968
"477",398664.375,3706001.125,6.41629999999998,21.0508530183726
"478",398664.625,3706001.125,6.41629999999998,21.0508530183726
