"","latitude","longitude","height"
"1",33.4887765925544,-112.091129870331,6.08067
"2",33.4887200718144,-112.096511055517,8.81029000000001
"3",33.4887387207169,-112.094401588091,3.57080000000002
"4",33.4887490762573,-112.09322846506,4.04581000000002
"5",33.4887562900649,-112.092410507362,13.30487
"6",33.488771743582,-112.090656202371,6.16516000000001
"7",33.4887761002053,-112.090161122193,6.09577000000002
"8",33.4887769523569,-112.090064258668,6.10467
"9",33.4887803602062,-112.089676804525,6.27380999999997
"10",33.4887816851538,-112.089526127896,6.12310000000002
"11",33.4887852805171,-112.089117148426,9.60077000000001
"12",33.4887207633205,-112.095413158141,5.06164000000001
"13",33.4887354993676,-112.093744956394,3.76808999999997
"14",33.4887682183598,-112.090031857833,6.12497999999999
"15",33.4887687864017,-112.089967282153,6.20918999999998
"16",33.4887000355671,-112.096736842396,8.16777999999999
"17",33.4887014643409,-112.09657540368,10.88832
"18",33.4887166915127,-112.094853390005,3.97892999999999
"19",33.4887301855912,-112.093325101785,8.61466999999999
"20",33.4887327492348,-112.093034511656,12.68715
"21",33.4887570225238,-112.090279284906,15.60011
"22",33.4887584428876,-112.090117845736,6.04764999999998
"23",33.4886943510338,-112.096360038394,5.04566999999997
"24",33.4887171783276,-112.093777017421,3.87191999999999
"25",33.4887218322838,-112.093249650282,3.89315999999997
"26",33.4887405204442,-112.091129417907,6.28053999999997
"27",33.4887232425323,-112.091043090865,6.24047000000002
"28",33.488725327118,-112.090806313565,6.41629999999998
"29",33.4887354593357,-112.089654714528,6.32965999999999
"30",33.4887357432624,-112.089622426696,6.26580000000001
"31",33.4887368788851,-112.089493275364,6.04595999999998
"32",33.4887150773439,-112.09094611434,6.13243
"33",33.4887153616069,-112.09091382653,6.09451000000001
"34",33.4887167827957,-112.090752387472,6.14772999999997
"35",33.4887170670082,-112.090720099659,6.20341000000002
"36",33.4887210451006,-112.090268070229,13.54181
"37",33.4886849055599,-112.093346060302,8.81709000000001
"38",33.4887131633651,-112.090138805944,6.07456999999999
"39",33.4887134474177,-112.090106518126,6.09465
"40",33.4887139208201,-112.090052705094,6.11298999999997
"41",33.4887143941991,-112.089998892061,6.11135000000002
"42",33.4887266938539,-112.088599752769,3.11637000000002
"43",33.4886624883188,-112.094863471639,4.70292999999998
"44",33.4886665765747,-112.094400680533,3.46998000000002
"45",33.488707742712,-112.089729713918,12.27631
"46",33.4887087838063,-112.08961132524,6.05768
"47",33.4887090677215,-112.089579037418,6.10707000000002
"48",33.4887096355266,-112.089514461772,6.13598999999999
"49",33.4886664896543,-112.093388883986,7.77688000000001
"50",33.4886491108555,-112.094335878147,3.33028000000002
"51",33.4886533871574,-112.09385156186,3.85590999999999
"52",33.4886496881136,-112.09324874368,5.08717000000001
"53",33.4886759549495,-112.090267505148,11.01227
"54",33.4885992760343,-112.097930350434,7.49703999999997
"55",33.4886634325029,-112.090665608291,14.68917
"56",33.4886121915918,-112.093409729113,7.85591999999997
"57",33.4886548332229,-112.08856656221,3.17894000000001
"58",33.4886034584749,-112.093377328029,7.71357
"59",33.4886084903921,-112.092806911175,3.39911999999998
"60",33.4886465715487,-112.088480348542,3.11811
"61",33.4885855094685,-112.09438889696,3.67282999999998
"62",33.4885914010454,-112.093721617216,3.52488999999997
"63",33.4885952951151,-112.093280351472,4.45251999999999
"64",33.4885483144211,-112.09757450316,5.24757
"65",33.4885510786262,-112.097262388931,10.036
"66",33.4885547947663,-112.09684264904,7.09019999999998
"67",33.4885571069588,-112.095561790202,10.41343
